"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"7917576","7917576","GBP5","guanylate binding protein 5",1.88096953263481,6.80556516386948,5.92765348561505,5.28011662177473e-05,0.00549017083145755,2.22374241201082
"8096415","8096415","MMRN1","multimerin 1",1.13750448884425,5.69166570598338,5.92319354236891,5.31848742097147e-05,0.00549017083145755,2.21680985790583
"7927964","7927964","SRGN","serglycin",0.933718046262422,9.95391219025271,5.92067961624771,5.34024509122286e-05,0.00549017083145755,2.21290082667741
"8164535","8164535","CRAT","carnitine O-acetyltransferase",-0.432693238274326,6.71839902290719,-5.91859897798154,5.35832359630011e-05,0.00549017083145755,2.20966478747971
"7982878","7982878","CHP1","calcineurin-like EF-hand protein 1",-0.639456754814425,10.1110240146972,-5.90982008659664,5.43531522067564e-05,0.00552799373974353,2.19600341172244
"8095697","8095697","CXCL1","chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)",1.91305706800106,7.01444443464353,5.90558925004723,5.47283511307442e-05,0.00552799373974353,2.1894152323961
"8052956","8052956","EXOC6B","exocyst complex component 6B",-0.573630861415437,6.84906866874262,-5.90329068953131,5.4933334217255e-05,0.00552799373974353,2.18583478121109
"7940287","7940287","MS4A1","membrane-spanning 4-domains, subfamily A, member 1",1.38550173033866,5.87291126121603,5.88841942300306,5.62792201675463e-05,0.00561721350876212,2.16264991479725
"8062823","8062823","HNF4A","hepatocyte nuclear factor 4, alpha",-0.69176113263921,8.00737849387639,-5.88618457220193,5.64844609304129e-05,0.00561721350876212,2.15916270379006
"7994252","7994252","AQP8","aquaporin 8",-3.31561837002297,9.40195171111256,-5.88203742727741,5.68674103409726e-05,0.00562222479078645,2.1526895194479
"8095986","8095986","ANXA3","annexin A3",0.553896547761558,7.34485730753017,5.8754184082224,5.74842859313415e-05,0.00564855818660378,2.14235246338673
"7913216","7913216","PLA2G2A","phospholipase A2, group IIA (platelets, synovial fluid)",1.74696487792478,9.01965272824184,5.8720385023937,5.78019972957799e-05,0.00564855818660378,2.13707135031683
"7952249","7952249","USP2","ubiquitin specific peptidase 2",-0.997330765942068,5.63191416606154,-5.86775597951985,5.82072113843227e-05,0.00565546618197333,2.13037732681887
"8126784","8126784","PLA2G7","phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)",0.981031606960254,7.79204845167421,5.86048823974021,5.89017450810981e-05,0.00567314845391888,2.11901053261352
"8057578","8057578","CALCRL","calcitonin receptor-like",0.884232079892501,6.2618651055291,5.85753045540525,5.91868946967307e-05,0.00567314845391888,2.11438217115912
"8035351","8035351","JAK3","Janus kinase 3",0.75939529559259,5.27304718638926,5.85537188901123,5.93959112944304e-05,0.00567314845391888,2.11100356737696
"8023415","8023415","TCF4","transcription factor 4",0.668602830923895,7.11205105871188,5.85175804985253,5.97475844656722e-05,0.00567467788189131,2.10534552807275
"8162586","8162586","SLC35D2","solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2",-0.581078512260154,7.97208839957926,-5.84491823524342,6.04191984908614e-05,0.0057064076518799,2.09463111855805
"8080714","8080714","FLNB","filamin B, beta",-0.457900072244099,9.58223135648082,-5.83363892131073,6.15441442535115e-05,0.00578036279305481,2.07694635412519
"7990818","7990818","BCL2A1","BCL2-related protein A1",1.21839209861388,4.94189946224534,5.82781481344005,6.21336213957433e-05,0.00580348620616816,2.06780698430932
"7967685","7967685","STX2","syntaxin 2",0.398097266264126,5.31188960082695,5.82188964652256,6.27394265744521e-05,0.00581794705825169,2.05850358799597
"7930894","7930894","GRK5","G protein-coupled receptor kinase 5",0.795670407836629,6.50046404349138,5.81958521969872,6.29767130994948e-05,0.00581794705825169,2.05488381187767
"7969835","7969835","PCCA","propionyl CoA carboxylase, alpha polypeptide",-0.779968370547194,7.46377533318789,-5.81304976569979,6.36548180423404e-05,0.00582715958269282,2.04461345627604
"7909371","7909371","CR1","complement component (3b/4b) receptor 1 (Knops blood group)",1.08990326829708,4.94737643772067,5.81072493487039,6.38978862014687e-05,0.00582715958269282,2.04095841458416
"7951372","7951372","CASP4","caspase 4, apoptosis-related cysteine peptidase",0.822712682671001,7.70930428884869,5.80869924322638,6.41104745286209e-05,0.00582715958269282,2.03777298372151
"8152453","8152453","TRPS1","trichorhinophalangeal syndrome I",0.544602836146906,5.46018747260901,5.80262941198899,6.47519459995112e-05,0.00584896846174062,2.02822424397312
"8091523","8091523","P2RY13","purinergic receptor P2Y, G-protein coupled, 13",0.947362987146005,6.20726299601875,5.7943034722809,6.56428506472057e-05,0.00584896846174062,2.01511695326583
"8003875","8003875","SPNS2","spinster homolog 2 (Drosophila)",0.804713518900499,6.0928762259153,5.78964430699862,6.6147015617008e-05,0.00584896846174062,2.00777743836392
"8075857","8075857","TST","thiosulfate sulfurtransferase (rhodanese)",-0.896564978165907,9.33294148984757,-5.78805365325749,6.63200703974764e-05,0.00584896846174062,2.00527092884255
"8031213","8031213","LILRA1","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1",0.60013791477096,4.31932741837507,5.78420595938845,6.67406514360849e-05,0.00584896846174062,1.99920620294108
"8088664","8088664","SUCLG2","succinate-CoA ligase, GDP-forming, beta subunit",-0.718257552120122,9.8204153388743,-5.782087185632,6.69734457482947e-05,0.00584896846174062,1.99586561031494
"8038899","8038899","FPR1","formyl peptide receptor 1",1.84511212016768,5.35379815630033,5.78145711891159,6.70428371865256e-05,0.00584896846174062,1.99487207215879
"8147344","8147344","PDP1","pyruvate dehyrogenase phosphatase catalytic subunit 1",0.601014464243524,7.30465635278099,5.78077382780802,6.71181758888963e-05,0.00584896846174062,1.99379453564116
"7928119","7928119","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2",-0.472530556075711,9.04912579385134,-5.76989885749173,6.83292954199198e-05,0.00587773412302438,1.9766351176008
"7958761","7958761","ACAD10","acyl-CoA dehydrogenase family, member 10",-0.432291456759754,5.56669806187259,-5.7602598616637,6.94219845798341e-05,0.00587773412302438,1.96141050072726
"8003263","8003263","ZCCHC14","zinc finger, CCHC domain containing 14",-0.521863798595774,5.61326168082003,-5.75507996382507,7.00167609571386e-05,0.00587773412302438,1.95322296327222
"8031223","8031223","LILRB1","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1",0.804102038429684,5.46617130769173,5.75077581405864,7.05150562370223e-05,0.00587773412302438,1.94641648419204
"7909164","7909164","CTSE","cathepsin E",0.876180747943968,7.7715587613559,5.75058270667599,7.05374996701097e-05,0.00587773412302438,1.9461110411429
"7961413","7961413","LINC01559","long intergenic non-protein coding RNA 1559",-1.50988496042121,7.8445804594817,-5.7504448000562,7.05535321269133e-05,0.00587773412302438,1.945892907042
"7958000","7958000","CHPT1","choline phosphotransferase 1",-0.457030894230353,7.91667475050089,-5.74842412638273,7.07888872432495e-05,0.00587773412302438,1.94269636214805
"7915787","7915787","PIK3R3","phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",0.696088006679489,6.41725238196647,5.74641924575165,7.10232188965423e-05,0.00587773412302438,1.93952417181177
"7909862","7909862","C1orf115","chromosome 1 open reading frame 115",-0.528442384968917,7.60967919475979,-5.74546447013497,7.11351002128292e-05,0.00587773412302438,1.93801327321538
"8124798","8124798","PPP1R18","protein phosphatase 1, regulatory subunit 18",0.569153170132075,5.66923200439023,5.74447658987917,7.125105583856e-05,0.00587773412302438,1.93644983820679
"8102619","8102619","ANXA5","annexin A5",0.548606677376872,9.75531849700628,5.74429276842528,7.12726543960723e-05,0.00587773412302438,1.93615890267229
"8121588","8121588","DSE","dermatan sulfate epimerase",0.77598247727017,6.87098932577508,5.74064042677978,7.17032255777613e-05,0.00588453753212443,1.93037722404092
"8154245","8154245","PDCD1LG2","programmed cell death 1 ligand 2",1.02926060923133,5.31976631143605,5.73593186208952,7.22623533922176e-05,0.00590177462052575,1.92292047214492
"7965403","7965403","LUM","lumican",0.963811369226248,7.54713123229844,5.72536939927543,7.35333549729783e-05,0.00597670624602486,1.90618059519676
"7901549","7901549","CPT2","carnitine palmitoyltransferase 2",-0.675031418236984,7.06056015588587,-5.70951059189239,7.54859913475576e-05,0.00609269669680257,1.88101422355996
"8106393","8106393","F2R","coagulation factor II (thrombin) receptor",0.686888018198299,6.02580522051836,5.70267030474212,7.63449654765356e-05,0.00609269669680257,1.87014728405103
"8005064","8005064","ARHGAP44","Rho GTPase activating protein 44",-0.875986505022279,6.46758891459445,-5.70228526453662,7.63936216036723e-05,0.00609269669680257,1.86953536706157
"8088919","8088919","ROBO1","roundabout guidance receptor 1",0.81390848528216,6.7645607389721,5.69630755800109,7.7153197810471e-05,0.00609269669680257,1.86003246767215
"7912706","7912706","EPHA2","EPH receptor A2",0.487708907279401,6.24170050957151,5.69456418059754,7.73762176070586e-05,0.00609269669680257,1.85725993401866
"8111101","8111101","ANKH","ANKH inorganic pyrophosphate transport regulator",-0.58684742979284,7.47180001557371,-5.6923074987693,7.76659079745187e-05,0.00609269669680257,1.85367037909405
"8021169","8021169","LIPG","lipase, endothelial",0.741242367767424,5.9949524156803,5.69131634696076,7.77935022455013e-05,0.00609269669680257,1.85209356922324
"7917875","7917875","F3","coagulation factor III (thromboplastin, tissue factor)",0.576486478828948,6.89868391519751,5.68853808234019,7.81523331346568e-05,0.00609269669680257,1.84767285255772
"8171802","8171802","ACOT9","acyl-CoA thioesterase 9",0.412950754576885,6.70200173410235,5.6862653073674,7.84471702174398e-05,0.00609269669680257,1.84405556887943
"8028963","8028963","CYP2B6","cytochrome P450, family 2, subfamily B, polypeptide 6",-1.52860788983526,5.23319514919779,-5.68399011411535,7.87434920705689e-05,0.00609269669680257,1.84043363280773
"8140971","8140971","SAMD9L","sterile alpha motif domain containing 9-like",0.984730210089691,7.65537389170785,5.68260338969966,7.8924676245106e-05,0.00609269669680257,1.83822567782953
"7981290","7981290","WARS","tryptophanyl-tRNA synthetase",1.4354354761169,8.54073408275149,5.67649945130657,7.97274178090521e-05,0.00612668966127198,1.8285033832227
"7969986","7969986","TNFSF13B","tumor necrosis factor (ligand) superfamily, member 13b",0.961189754248656,5.46911144354704,5.66514855106534,8.12430957066657e-05,0.00621491301365109,1.81040840291593
"7906400","7906400","IFI16","interferon, gamma-inducible protein 16",0.767972869032174,6.92144258563707,5.65596095404406,8.24920724381569e-05,0.00628203142630397,1.79574740592425
"8125483","8125483","TAP2","transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",0.690370363859006,6.93581510726005,5.6452830664104,8.39690322356154e-05,0.0063504300207037,1.77869185408848
"8166784","8166784","TSPAN7","tetraspanin 7",-0.996148830776168,9.36280949412477,-5.64309319817842,8.427535201615e-05,0.0063504300207037,1.77519184326783
"7913593","7913593","TCEA3","transcription elongation factor A (SII), 3",-0.863037461489427,8.07391838039137,-5.64137056823044,8.45171391611459e-05,0.0063504300207037,1.7724380855433
"8006531","8006531","SLFN5","schlafen family member 5",0.828429226188812,7.44561673153687,5.63197383773921,8.58489495090157e-05,0.00642195725840451,1.75740859220278
"8036710","8036710","GMFG","glia maturation factor, gamma",0.855998218865111,8.2528680857376,5.6282972117023,8.63760264128939e-05,0.00643292115654795,1.75152433425449
"7963054","7963054","TUBA1A","tubulin, alpha 1a",0.575719295989237,6.97008930992296,5.62172032147319,8.73273784170768e-05,0.00644226317037219,1.74099312964914
"8121861","8121861","NCOA7","nuclear receptor coactivator 7",0.678401400159441,6.06940887623702,5.61956600992997,8.76413890196321e-05,0.00644226317037219,1.73754209681953
"8039144","8039144","TMC4","transmembrane channel-like 4",-0.548983601155488,7.52825948422987,-5.61746456162689,8.79488371505964e-05,0.00644226317037219,1.73417505507007
"7978558","7978558","EAPP","E2F-associated phosphoprotein",-0.650784159550307,7.78471443640002,-5.61694027528972,8.80257182276101e-05,0.00644226317037219,1.73333491179366
"8180093","8180093","HLA-DOA","major histocompatibility complex, class II, DO alpha",0.60294915701132,6.0237523171073,5.60414287809857,8.99243771900506e-05,0.00655285138265084,1.71281453045736
"8110932","8110932","SEMA5A","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",-0.759013374975248,6.9196279712275,-5.59283987531802,9.16370978291326e-05,0.00664899903819449,1.69466933982924
"8149927","8149927","CLU","clusterin",1.38046812580609,7.03932101627762,5.58920773631328,9.2194713573757e-05,0.00666087105845271,1.6888343252909
"7958439","7958439","USP30","ubiquitin specific peptidase 30",-0.705805347188518,6.15520904824646,-5.58285322313007,9.31788619757641e-05,0.00669721191698802,1.67862093308074
"8067221","8067221","ZBP1","Z-DNA binding protein 1",0.65674677892764,6.03975020317438,5.58085887256876,9.34900042830458e-05,0.00669721191698802,1.67541419722816
"8052916","8052916","CD207","CD207 molecule, langerin",-0.379049349075982,3.90916493373845,-5.5745944582858,9.44744416909386e-05,0.00673657171210857,1.6653375950775
"8164200","8164200","ANGPTL2","angiopoietin-like 2",1.04294921393483,5.65795768328845,5.57230841319091,9.48363934391246e-05,0.00673657171210857,1.66165887840662
"8168749","8168749","SRPX2","sushi-repeat containing protein, X-linked 2",0.700586643043476,5.48293981175212,5.56742960007209,9.5613738523544e-05,0.00676170775809417,1.65380517133113
"8033257","8033257","C3","complement component 3",1.30677441041403,7.97561787786884,5.56508194845333,9.59901728346505e-05,0.00676170775809417,1.6500247141215
"8095139","8095139","SRD5A3","steroid 5 alpha-reductase 3",0.734690102140294,6.40016406182838,5.56236344873222,9.64280155869048e-05,0.00676436527598428,1.6456460142151
"8127534","8127534","MB21D1","Mab-21 domain containing 1",0.83603648445839,5.76163117538907,5.55904530819097,9.696527975821e-05,0.00677394636195165,1.64029992783182
"8130837","8130837","FRMD1","FERM domain containing 1",-0.615838842860326,5.49912419677631,-5.55155317911772,9.81899756475032e-05,0.00683127460204399,1.62822260517403
"7972890","7972890","GRTP1","growth hormone regulated TBC protein 1",-0.465290756967886,7.2164770123429,-5.53981027276302,0.000100142296831724,0.00692856376045851,1.60927564892715
"8099897","8099897","UGDH","UDP-glucose 6-dehydrogenase",-0.779051740045951,10.0758071600938,-5.53823054466227,0.000100408027996707,0.00692856376045851,1.60672516969278
"8002778","8002778","MLKL","mixed lineage kinase domain-like",0.587046106374988,6.4758468940725,5.53136626780442,0.000101571313861416,0.00695052097750188,1.59563830558851
"7958019","7958019","DRAM1","DNA-damage regulated autophagy modulator 1",1.0736211634717,6.36412369683149,5.52929109541043,0.000101925770235312,0.00695052097750188,1.59228515772938
"7982829","7982829","SPINT1","serine peptidase inhibitor, Kunitz type 1",-0.612790601017815,7.81052239566139,-5.52909336360762,0.000101959612115253,0.00695052097750188,1.59196562013791
"8091411","8091411","TM4SF1","transmembrane 4 L six family member 1",0.959443546900463,8.63169798051325,5.52542799172688,0.00010258908197928,0.00696534546161327,1.58604123645932
"8042830","8042830","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",0.579327290826684,7.74576061787353,5.5209678264546,0.000103360550193761,0.0069896538463029,1.57882943704621
"8168691","8168691","DIAPH2","diaphanous-related formin 2",-0.49149804539617,6.64189654924373,-5.51422966527736,0.000104537606753446,0.00704108677200703,1.5679284758719
"7978260","7978260","DHRS1","dehydrogenase/reductase (SDR family) member 1",-0.440800874422923,7.08667522175827,-5.50720770230687,0.000105779216991586,0.00707433429535707,1.55656097224302
